INVOICE_DT,INV_ITEM_ID,QTY_CONSUMED,month,quarter,year,TMOD
2020-04-01,193974,2.0631861547879655,3,Q1,2020,0
2020-05-01,193974,1.401811111486746,4,Q2,2020,0
2020-06-01,193974,1.5632491141823195,5,Q2,2020,0
2020-07-01,193974,1.6257412442580252,6,Q2,2020,0
2020-08-01,193974,1.0320660085388202,7,Q3,2020,0
2020-09-01,193974,1.719479439371584,8,Q3,2020,0
2020-04-01,193405,1.4122264664993636,3,Q1,2020,0
2020-05-01,193405,0.8810433608558645,4,Q2,2020,0
2020-06-01,193405,1.7819715694472897,5,Q2,2020,0
2020-07-01,193405,1.401811111486746,6,Q2,2020,0
2020-08-01,193405,0.09468405740323355,7,Q3,2020,0
2020-09-01,193405,-0.29068407806361873,8,Q3,2020,0
2020-04-01,198374,0.3993331915222992,3,Q1,2020,0
2020-05-01,198374,0.14762877871737318,4,Q2,2020,0
2020-06-01,198374,0.25438616759670385,5,Q2,2020,0
2020-07-01,198374,0.19015814501889516,6,Q2,2020,0
2020-08-01,198374,0.16064797248314522,7,Q3,2020,0
2020-09-01,198374,0.08687254114377033,8,Q3,2020,0
2020-04-01,193440,-0.29068407806361873,3,Q1,2020,0
2020-05-01,193440,-0.25596622802156,4,Q2,2020,0
2020-06-01,193440,-0.19520999044795714,5,Q2,2020,0
2020-07-01,193440,-0.2863443468083614,6,Q2,2020,0
2020-08-01,193440,-0.27332515304258936,7,Q3,2020,0
2020-09-01,193440,-0.2776648842978467,8,Q3,2020,0
2020-04-01,198375,0.18147868250838045,3,Q1,2020,0
2020-05-01,198375,0.22314010255885097,4,Q2,2020,0
2020-06-01,198375,0.3446525777060567,5,Q2,2020,0
2020-07-01,198375,0.1745351124999687,6,Q2,2020,0
2020-08-01,198375,0.15023261747052757,7,Q3,2020,0
2020-09-01,198375,0.09815584240743942,8,Q3,2020,0
2020-04-01,215008,-0.21933889622718797,3,Q1,2020,0
2020-05-01,215008,-0.09904154583145436,4,Q2,2020,0
2020-06-01,215008,-0.20041766795426597,5,Q2,2020,0
2020-07-01,215008,-0.040889147011005926,6,Q2,2020,0
2020-08-01,215008,-0.13028761086930724,7,Q3,2020,0
2020-09-01,215008,-0.23426757174527324,8,Q3,2020,0
2020-04-01,60422,0.1662028284898746,3,Q1,2020,0
2020-05-01,60422,0.1974488935277275,4,Q2,2020,0
2020-06-01,60422,0.40714470778176237,5,Q2,2020,0
2020-07-01,60422,0.05718877935781008,6,Q2,2020,0
2020-08-01,60422,0.211336033544551,7,Q3,2020,0
2020-09-01,60422,0.11482041042762764,8,Q3,2020,0
2020-04-01,60424,0.16064797248314522,3,Q1,2020,0
2020-05-01,60424,0.15648183047809816,4,Q2,2020,0
2020-06-01,60424,0.4380435943191947,5,Q2,2020,0
2020-07-01,60424,0.09676712840575707,6,Q2,2020,0
2020-08-01,60424,0.24049902757988037,7,Q3,2020,0
2020-09-01,60424,0.16759154249155697,8,Q3,2020,0
2020-04-01,67220,-0.2868651145589923,3,Q1,2020,0
2020-05-01,67220,-0.2922463813155114,4,Q2,2020,0
2020-06-01,67220,-0.2820046155531041,5,Q2,2020,0
2020-07-01,67220,-0.2922463813155114,6,Q2,2020,0
2020-08-01,67220,-0.28495563280667907,7,Q3,2020,0
2020-09-01,67220,-0.30977889558675104,8,Q3,2020,0
2020-04-01,215010,-0.24746035476125558,3,Q1,2020,0
2020-05-01,215010,-0.25666058502240113,4,Q2,2020,0
2020-06-01,215010,-0.14018219813129398,5,Q2,2020,0
2020-07-01,215010,-0.04366657501437063,6,Q2,2020,0
2020-08-01,215010,-0.06501805279023677,7,Q3,2020,0
2020-09-01,215010,-0.2611739055278688,8,Q3,2020,0
2020-04-01,1013597,-0.3288737131098834,3,Q1,2020,0
2020-05-01,1013597,-0.32679064210735986,4,Q2,2020,0
2020-06-01,1013597,-0.3160281085943216,5,Q2,2020,0
2020-07-01,1013597,-0.32904730236009366,6,Q2,2020,0
2020-08-01,1013597,-0.3193263043483172,7,Q3,2020,0
2020-09-01,1013597,-0.32574910660609807,8,Q3,2020,0
2020-04-01,63164,-0.3123827343399055,3,Q1,2020,0
2020-05-01,63164,-0.2948502200686658,4,Q2,2020,0
2020-06-01,63164,-0.30231455782770844,5,Q2,2020,0
2020-07-01,63164,-0.30561275358170403,6,Q2,2020,0
2020-08-01,63164,-0.3229716786027334,7,Q3,2020,0
2020-09-01,63164,-0.32245091085210253,8,Q3,2020,0
2020-04-01,1007704,-0.3189791258478966,3,Q1,2020,0
2020-05-01,1007704,-0.3123827343399055,4,Q2,2020,0
2020-06-01,1007704,-0.2783592412986879,5,Q2,2020,0
2020-07-01,1007704,-0.28842741781088493,6,Q2,2020,0
2020-08-01,1007704,-0.2625626195295511,7,Q3,2020,0
2020-09-01,1007704,-0.29571816631971726,8,Q3,2020,0
2020-04-01,53740,-0.3335606228655613,3,Q1,2020,0
2020-05-01,53740,-0.32696423135757013,4,Q2,2020,0
2020-06-01,53740,-0.3328662658647201,5,Q2,2020,0
2020-07-01,53740,-0.338073943371029,6,Q2,2020,0
2020-08-01,53740,-0.3370324078697672,7,Q3,2020,0
2020-09-01,53740,-0.32974165936093486,8,Q3,2020,0
2020-04-01,1009003,-0.2889481855615158,3,Q1,2020,0
2020-05-01,1009003,-0.29241997056572167,4,Q2,2020,0
2020-06-01,1009003,-0.29294073831635253,5,Q2,2020,0
2020-07-01,1009003,-0.3153337515934805,6,Q2,2020,0
2020-08-01,1009003,-0.29589175556992753,7,Q3,2020,0
2020-09-01,1009003,-0.30752223533401724,8,Q3,2020,0
2020-04-01,63160,-0.33842112187144957,3,Q1,2020,0
2020-05-01,63160,-0.3398098358731319,4,Q2,2020,0
2020-06-01,63160,-0.3314775518630378,5,Q2,2020,0
2020-07-01,63160,-0.3387683003718701,6,Q2,2020,0
2020-08-01,63160,-0.3366852293693466,7,Q3,2020,0
2020-09-01,63160,-0.3366852293693466,8,Q3,2020,0
2020-04-01,111024795,-0.2820046155531041,3,Q1,2020,0
2020-05-01,111024795,-0.317416822596004,4,Q2,2020,0
2020-06-01,111024795,-0.31255632359011576,5,Q2,2020,0
2020-07-01,111024795,-0.3021409685774981,6,Q2,2020,0
2020-08-01,111024795,-0.30700146758338637,7,Q3,2020,0
2020-09-01,111024795,-0.3153337515934805,8,Q3,2020,0
2020-04-01,1001940,0.2170644788014907,3,Q1,2020,0
2020-05-01,1001940,0.4215526155492168,4,Q2,2020,0
2020-06-01,1001940,0.1918940375209981,5,Q2,2020,0
2020-07-01,1001940,-0.32991524861114513,6,Q2,2020,0
2020-08-01,1001940,-0.323318857103154,7,Q3,2020,0
2020-09-01,1001940,-0.3373795863701878,8,Q3,2020,0
2020-04-01,1008342,-0.25041137201483055,3,Q1,2020,0
2020-05-01,1008342,-0.2662079937839673,4,Q2,2020,0
2020-06-01,1008342,-0.2863443468083614,5,Q2,2020,0
2020-07-01,1008342,-0.2856499898075202,6,Q2,2020,0
2020-08-01,1008342,-0.2615210840282894,7,Q3,2020,0
2020-09-01,1008342,-0.23669782124821737,8,Q3,2020,0
2020-04-01,110281816,-0.3311303733626172,3,Q1,2020,0
2020-05-01,110281816,-0.33043601636177605,4,Q2,2020,0
2020-06-01,110281816,-0.326269874356729,5,Q2,2020,0
2020-07-01,110281816,-0.3306096056119863,6,Q2,2020,0
2020-08-01,110281816,-0.3311303733626172,7,Q3,2020,0
2020-09-01,110281816,-0.33529651536766425,8,Q3,2020,0
2020-04-01,111024796,-0.3007522545758158,3,Q1,2020,0
2020-05-01,111024796,-0.3231452678529437,4,Q2,2020,0
2020-06-01,111024796,-0.3226245001023128,5,Q2,2020,0
2020-07-01,111024796,-0.3160281085943216,6,Q2,2020,0
2020-08-01,111024796,-0.32210373235168194,7,Q3,2020,0
2020-09-01,111024796,-0.3340813906161922,8,Q3,2020,0
2020-04-01,37018,-0.3080430030846481,3,Q1,2020,0
2020-05-01,37018,2.143210799134911,4,Q2,2020,0
2020-06-01,37018,-0.26898542178733204,5,Q2,2020,0
2020-07-01,37018,2.0883565960684582,6,Q2,2020,0
2020-08-01,37018,4.608004562870873,7,Q3,2020,0
2020-09-01,37018,8.527476243369097,8,Q3,2020,0
2020-04-01,1027462,-0.32401321410399514,3,Q1,2020,0
2020-05-01,1027462,-0.33564369386808485,4,Q2,2020,0
2020-06-01,1027462,-0.3399834251233422,5,Q2,2020,0
2020-07-01,1027462,-0.33790035412081865,6,Q2,2020,0
2020-08-01,1027462,-0.3307831948621966,7,Q3,2020,0
2020-09-01,1027462,-0.3370324078697672,8,Q3,2020,0
2020-04-01,2907-1062,-0.32870012385967307,3,Q1,2020,0
